Date,Close,High,Low,Open,Volume,Target,Day,Day_Friday,Day_Monday,Day_Thursday,Day_Tuesday,Day_Wednesday,RSI,RSI_Scaled
2020-03-18,59.60186767578125,60.406482464640554,57.29433930824816,57.93465023452481,300233600,0,Wednesday,False,False,False,False,True,40.53283935893937,0.39238827190258685
2020-03-19,59.14519119262695,61.09269547807698,58.62086339938416,59.775834978401704,271857200,0,Thursday,False,False,True,False,False,43.63029833989531,0.42627726527351073
2020-03-20,55.390323638916016,60.84865193316744,55.09070619023976,59.725089265820536,401693200,0,Friday,True,False,False,False,False,40.84567389292344,0.3958109637004652
2020-03-23,54.21359634399414,55.211512386638695,51.372077383902344,55.11002996166237,336752800,1,Monday,False,True,False,False,False,33.11249734514732,0.3112030414083391
2020-03-24,59.652610778808594,59.848327192203485,56.61295613694801,57.110704962845915,287531200,0,Tuesday,False,False,False,True,False,40.909095213211565,0.3965048501138233
2020-03-25,59.323997497558594,62.399894457247456,59.029213577289134,60.58770003932158,303602000,1,Wednesday,False,False,False,False,True,37.07535600992162,0.35456028741099543
2020-03-26,62.445804595947266,62.503792458271775,59.52696298189895,59.565624014727966,252087200,0,Thursday,False,False,True,False,False,42.31932345182492,0.4119340182557395
2020-03-27,59.860408782958984,61.8248250722316,59.69368630258447,61.07095335601888,204216800,1,Friday,True,False,False,False,False,41.073213821878305,0.39830045563284644
2020-03-30,61.568695068359375,61.740251079824446,60.26149806281595,60.585279571290975,167976400,0,Monday,False,True,False,False,False,47.36400496458993,0.4671273813948871
2020-03-31,61.44305038452149,63.42438208826982,60.88972867869349,61.759583420299464,197002000,0,Tuesday,False,False,False,True,False,42.112488761655335,0.40967106029983746
2020-04-01,58.210105895996094,60.0972038911912,57.78001201918498,59.56079401122782,176218400,1,Wednesday,False,False,False,False,True,41.38293606003932,0.4016890961089269
2020-04-02,59.18143081665039,59.234588810411715,57.24117510511811,58.072368803656616,165934000,0,Thursday,False,False,True,False,False,49.06841687782052,0.4857751841209037
2020-04-03,58.3309211730957,59.36749487099752,57.741353268233574,58.6667810943843,129880000,1,Friday,True,False,False,False,False,37.88601622809519,0.36342964094518726
2020-04-06,63.419551849365234,63.57418859482583,60.25666962435699,60.62393834693367,201820400,0,Monday,False,True,False,False,False,57.437581176781514,0.5773413857046706
2020-04-07,62.68501663208008,65.64977167238716,62.581119246295906,65.43230242458398,202887200,1,Tuesday,False,False,False,True,False,52.554640390856605,0.5239176119138866
2020-04-08,64.28939056396484,64.60350121398153,63.1199223551124,63.48477236807488,168895200,1,Wednesday,False,False,False,False,True,57.51703068949823,0.578210634991371
2020-04-09,64.75333404541016,65.25592013573771,63.95839000283478,64.92489377394622,161834800,1,Thursday,False,False,True,False,False,58.99126463157393,0.5943400832253475
2020-04-13,66.02427673339844,66.13301133720609,64.23140932290158,64.83064420547504,131022800,1,Monday,False,True,False,False,False,68.52431189386726,0.6986402135782787
2020-04-14,69.35872650146484,69.64868059310524,67.18409293567838,67.65526649113433,194994800,0,Tuesday,False,False,False,True,False,74.53811697662003,0.7644366621628984
2020-04-15,68.72566223144531,69.18475002856255,67.80748663721087,68.23516188327974,131154400,1,Wednesday,False,False,False,False,True,67.4117008700704,0.6864672460453134
2020-04-16,69.271728515625,69.63658597716727,68.22307301485074,69.43845097329417,157125200,0,Thursday,False,False,True,False,False,68.93225029207092,0.7031034273794836
2020-04-17,68.331787109375,69.33454028123167,66.89652897721241,68.78846350317025,215250000,0,Friday,True,False,False,False,False,62.21662396717183,0.6296284217683137
2020-04-20,66.91346740722656,68.06119058127958,66.89414057720502,67.15993057649021,130015200,0,Monday,False,True,False,False,False,65.384255034971,0.6642851610240015
2020-04-21,64.84514617919922,66.99078550242736,64.13476539316186,66.75640806793423,180991600,1,Tuesday,False,False,False,True,False,57.036140890918034,0.5729492671100119
2020-04-22,66.71290588378906,67.14782951135057,65.77056644151477,66.11125243793057,116862400,0,Wednesday,False,False,False,False,True,60.529128209302556,0.6111656970305532
2020-04-23,66.45437622070312,68.0781026916564,66.41571518879498,66.65734110784256,124814400,1,Thursday,False,False,True,False,False,68.69388640561948,0.7004955115951308
2020-04-24,68.37287902832031,68.38254612868516,66.93037215656294,66.97870028455014,126161200,1,Friday,True,False,False,False,False,69.98324199059873,0.7146022239489584
2020-04-27,68.42121124267578,68.75223755503086,67.64317552817161,68.09017755648323,117087600,0,Monday,False,True,False,False,False,72.7302678898742,0.7446571635180279
2020-04-28,67.3121566772461,69.06394488685403,67.2203450064915,68.88272541689459,112004800,1,Tuesday,False,False,False,True,False,60.68449595633821,0.6128655602351086
2020-04-29,69.52304077148438,69.9917957281478,68.5951979613223,68.79816288474782,137280800,1,Wednesday,False,False,False,False,True,67.36201362695886,0.6859236228164733
2020-04-30,70.98968505859375,71.16607461666706,69.67282835408629,70.06184250590752,183064000,0,Thursday,False,False,True,False,False,67.13213511395075,0.6834085446664973
2020-05-01,69.84679412841797,72.2461373205468,69.068758508474,69.16540738463718,240616800,1,Friday,True,False,False,False,False,62.5865738185087,0.6336760066230646
2020-05-04,70.83505249023438,70.96311392727311,69.1823321546666,69.87096747127923,133568000,1,Monday,False,True,False,False,False,62.05646610733379,0.6278761504117847
2020-05-05,71.89820098876953,72.72939466051092,71.1491592367676,71.2941362490643,147751200,1,Tuesday,False,False,False,True,False,57.18188628568568,0.5745438531069503
2020-05-06,72.6399917602539,73.27063178737225,72.21472783850132,72.59891211487862,142333600,1,Wednesday,False,False,False,False,True,61.00245028343599,0.6163442671847476
2020-05-07,73.39144134521484,73.73697195261609,72.9637661985266,73.26579854405584,115215200,1,Thursday,False,False,True,False,False,61.44757210872903,0.6212143011962888
2020-05-08,75.13826751708984,75.19156939151353,73.72335377051101,74.05043311839285,133838400,1,Friday,True,False,False,False,False,68.10165539412242,0.6940159704789849
2020-05-11,76.32061767578125,76.81486350373997,74.4380975285037,74.64646215282984,145946400,0,Monday,False,True,False,False,False,75.33606376149768,0.7731669192766579
2020-05-12,75.44841766357422,77.45449582037008,75.32727766040104,77.00385116379037,162301200,0,Tuesday,False,False,False,True,False,80.524216574275,0.8299299877662002
2020-05-13,74.53743743896484,76.54836579208815,73.46171369194431,75.62769739388037,200622400,1,Wednesday,False,False,False,False,True,73.8380658006734,0.7567774712561505
2020-05-14,74.9953384399414,75.0559084279637,73.05467365769209,73.77667057668484,158929200,0,Thursday,False,False,True,False,False,75.70842318229522,0.7772408669933486
2020-05-15,74.55197143554688,74.59800522378177,72.73487156458532,72.7687943111998,166348400,1,Friday,True,False,False,False,False,70.41180170934656,0.7192910535854393
2020-05-18,76.30848693847656,76.68160011197014,75.18431187481639,75.87481117448924,135178400,0,Monday,False,True,False,False,False,73.41235277838547,0.752119787045017
2020-05-19,75.86756134033203,77.17102150533867,75.83606375790906,76.32546668705436,101729600,1,Tuesday,False,False,False,True,False,76.44453122715468,0.7852945525484766
2020-05-20,77.3430404663086,77.41329633678234,76.68645639876391,76.72522208271401,111504800,0,Wednesday,False,False,False,False,True,75.32264049604541,0.7730200566525763
2020-05-21,76.76640319824219,77.74521626092047,76.52896618682993,77.20492931373624,102688800,1,Thursday,False,False,True,False,False,69.85028250957428,0.7131475273738812
2020-05-22,77.26065826416016,77.34303256146072,76.40298515469343,76.50473859508931,81803200,0,Friday,True,False,False,False,False,76.66457758699224,0.7877020580798425
2020-05-26,76.73733520507812,78.55685269616119,76.68160815192094,78.37756788987811,125522000,1,Tuesday,False,False,False,True,False,71.96255579894552,0.736257701210304
2020-05-27,77.07167053222656,77.2170399794521,75.85542785782724,76.59438613380821,112945200,1,Wednesday,False,False,False,False,True,70.35463019606689,0.7186655456944705
2020-05-28,77.10560607910156,78.36303980666368,76.47083369438819,76.74702903556799,133560800,0,Thursday,False,False,True,False,False,68.60598107858787,0.6995337480775641
2020-05-29,77.0304946899414,77.80821132778638,76.67434283627068,77.34788086093664,153532400,1,Friday,True,False,False,False,False,66.06767734885244,0.6717624171901256
2020-06-01,77.97782897949219,78.09896899425175,76.85364609349955,76.9844793797038,80791200,1,Monday,False,True,False,False,False,63.49005101171668,0.643560861531444
2020-06-02,78.33880615234375,78.36303562857958,77.27035057638682,77.71130190496551,87642800,1,Tuesday,False,False,False,True,False,60.39951943187287,0.6097476601732023
2020-06-03,78.77008056640625,79.03174713400516,78.08684912120862,78.65863382513984,104491200,0,Wednesday,False,False,False,False,True,67.93099045744151,0.6921487422304793
2020-06-04,78.0916976928711,78.8912188000404,77.71858439241902,78.59321910796065,87560400,1,Thursday,False,False,True,False,False,69.68082409838891,0.7112934996018859
2020-06-05,80.3158187866211,80.37638878570603,78.31216587865904,78.34123829521202,137250400,1,Friday,True,False,False,False,False,74.64103741917248,0.7655627045792264
2020-06-08,80.79067993164062,80.82460267780965,79.30308470158906,80.01296326734492,95654400,1,Monday,False,True,False,False,False,78.80963487314487,0.8111709183932868
2020-06-09,83.34188842773438,83.73438081455681,80.43937898287314,80.47087656345983,147712400,1,Tuesday,False,False,False,True,False,80.25857654889913,0.8270236464346883
2020-06-10,85.48606872558594,85.95366732051313,83.85067883247099,84.28920501230608,166651600,0,Wednesday,False,False,False,False,True,86.09083190149485,0.8908337773183755
2020-06-11,81.38185119628906,85.05481691401155,81.28009773597238,84.63082691049463,201662400,1,Thursday,False,False,True,False,False,62.6575513965329,0.6344525653074363
2020-06-12,82.08442687988281,84.26494597237576,80.9747881949732,83.51872713621496,200146000,1,Friday,True,False,False,False,False,66.53604725642303,0.6768868061781281
2020-06-15,83.099609375,83.75134312369018,80.57747385342842,80.73980469603605,138808800,1,Monday,False,True,False,False,False,67.58612068684226,0.6883755560667475
2020-06-16,85.30193328857422,85.57329308072946,83.51875616005826,85.15172088189794,165428800,0,Tuesday,False,False,False,True,False,73.42611578719357,0.7522703667676637
2020-06-17,85.18321990966797,86.10630607045023,85.06207991592963,86.04573607358105,114406400,1,Wednesday,False,False,False,False,True,72.45175456564644,0.7416099766927949
2020-06-18,85.21714782714844,85.6338697266432,84.60902265567091,85.13961645194037,96820400,0,Thursday,False,False,True,False,False,72.45174293079972,0.741609849397084
2020-06-19,84.73015594482422,86.38735014117718,83.62293464807695,85.92217671437545,264476000,1,Friday,True,False,False,False,False,70.83661956244359,0.7239389438386985
2020-06-22,86.94702911376953,87.08997343752344,85.07662707395669,85.12266086900618,135445200,1,Monday,False,True,False,False,False,72.71165242146529,0.7444534935132321
2020-06-23,88.8028793334961,90.22021867227018,87.77076426941889,88.18991128978877,212155600,0,Tuesday,False,False,False,True,False,74.6321468043601,0.7654654332389786
2020-06-24,87.2353286743164,89.35043555341034,86.86221543627708,88.4321923624518,192623200,1,Wednesday,False,False,False,False,True,68.91509799034638,0.7029157657371463
2020-06-25,88.39344024658203,88.43220593644023,86.63206719010891,87.39040482402382,137522400,0,Thursday,False,False,True,False,False,72.53550886019161,0.7425263241731259
2020-06-26,85.67747497558594,88.50972868089589,85.52968033530838,88.28925300034977,205256800,1,Friday,True,False,False,False,False,61.48178355404418,0.6215886052470037
2020-06-29,87.65205383300781,87.74654657742667,85.10811395697272,85.58540582946648,130646000,1,Monday,False,True,False,False,False,63.806552836891406,0.6470236768007268
2020-06-30,88.38372802734375,88.66962400453063,87.22078715611465,87.24016629998945,140223200,0,Tuesday,False,False,False,True,False,60.94685298931229,0.6157359826703817
2020-07-01,88.21656799316406,89.00397799978875,88.16811642903573,88.46127316123845,110737200,0,Wednesday,False,False,False,False,True,56.48522372438107,0.5669217366989595
2020-07-02,88.21656799316406,89.75747265090347,88.10270349025298,89.12270022857078,114041600,1,Thursday,False,False,True,False,False,70.16440526889176,0.7165843135181421
2020-07-06,90.5763702392578,91.04396881704736,89.61209327585406,89.64359085564888,118655600,0,Monday,False,True,False,False,False,72.82203074278382,0.7456611318459608
2020-07-07,90.2953109741211,91.73202923655452,90.18386427254704,90.95431270334508,112424400,1,Tuesday,False,False,False,True,False,70.13281202971571,0.716238655002699
2020-07-08,92.39833068847656,92.42982827430404,91.18450541379949,91.2717300663832,117092000,1,Wednesday,False,False,False,False,True,69.965917047787,0.7144126734575046
2020-07-09,92.79566955566406,93.34321735378232,91.74901813164108,93.28991545550892,125642800,1,Thursday,False,False,True,False,False,71.0872304389525,0.7266808527339927
2020-07-10,92.95799255371094,93.01614478395152,91.78051525297649,92.39105821700926,90257200,0,Friday,True,False,False,False,False,71.29144412183666,0.7289151345075571
2020-07-13,92.5291519165039,96.86838742692706,92.31594434218474,94.26145236714936,191649200,1,Monday,False,True,False,False,False,71.52023288831705,0.731418289848198
2020-07-14,94.06037139892578,94.25176728421596,90.9785693610708,91.9113414890422,170989200,1,Tuesday,False,False,False,True,False,70.40019709658874,0.7191640886612095
2020-07-15,94.70724487304688,96.18272909779544,93.51038115292206,95.93318100843004,153198000,0,Wednesday,False,False,False,False,True,68.19469123919521,0.6950338664886867
2020-07-16,93.5418701171875,94.3971180916464,92.94343831225127,93.58063579856042,110577600,0,Thursday,False,False,True,False,False,69.92797000188529,0.7139974985690183
2020-07-17,93.35291290283205,94.14759106406645,92.8804639114332,93.9925356977228,92186800,1,Friday,True,False,False,False,False,66.69385423900145,0.6786133568183033
2020-07-20,95.32020568847656,95.45830704424496,93.09607736485056,93.44011817142828,90318000,0,Monday,False,True,False,False,False,84.18071242585897,0.8699353484302167
2020-07-21,94.00463104248048,96.18515083470297,93.75508296201136,96.1100446333636,103433200,1,Tuesday,False,False,False,True,False,73.62165744376773,0.754409768756237
2020-07-22,94.26873016357422,94.94953641432484,93.6194214977863,93.70663875417604,89001600,0,Wednesday,False,False,False,False,True,72.67135950152115,0.7440126526480979
2020-07-23,89.97794342041016,94.0797418561393,89.16872914510222,94.00221048521436,197004400,0,Thursday,False,False,True,False,False,55.14944904840909,0.5523071576464577
2020-07-24,89.7550277709961,90.09906855159667,86.39218089831441,88.1777903319354,185438800,1,Friday,True,False,False,False,False,54.439876964267256,0.5445437994216932
2020-07-27,91.88225555419922,91.97432312790852,90.59333170366313,90.81622514062433,121214000,0,Monday,False,True,False,False,False,53.81996347975212,0.5377613870971251
2020-07-28,90.37287902832033,91.63031301270212,90.36802869554506,91.45344592380488,103625600,1,Tuesday,False,False,False,True,False,50.211689102893814,0.4982836128345304
2020-07-29,92.10514831542967,92.28928344671584,90.81864234957972,90.85498286396584,90329200,1,Wednesday,False,False,False,False,True,49.183357389735775,0.48703273693122195
2020-07-30,93.21964263916016,93.32382125064892,90.87194916313928,91.27897773393109,158130000,1,Thursday,False,False,True,False,False,51.13558386188018,0.5083918543173788
2020-07-31,102.97868347167967,103.12889587437893,97.71151174507618,99.70790378289954,374336800,1,Friday,True,False,False,False,False,67.72673581193871,0.6899140122889423
2020-08-03,105.5735321044922,108.19015369482864,104.56080326696348,104.85880299732602,308151200,1,Monday,False,True,False,False,False,71.43317386921174,0.7304657857022259
2020-08-04,106.27854919433594,107.36880923031336,105.04049450870605,105.76249159429877,173071600,1,Tuesday,False,False,False,True,False,70.63592142309507,0.7217431252804041
2020-08-05,106.6637725830078,106.9835839652642,105.53474686841106,105.99992773294753,121776800,1,Wednesday,False,False,False,False,True,70.3740789083667,0.7188783321385375
2020-08-06,110.38517761230467,110.87943083941089,106.40694450020553,106.995683074286,202428800,0,Thursday,False,False,True,False,False,76.40138588721759,0.7848225036373838
2020-08-07,107.87549591064452,110.36334336865978,107.07938502036484,109.90703455219526,198045600,1,Friday,True,False,False,False,False,71.21990035641778,0.7281323812227136
2020-08-10,109.4434585571289,110.46044277754098,106.79541676618445,109.31967059014084,212403600,0,Monday,False,True,False,False,False,70.88007814394597,0.7244144198948784
2020-08-11,106.18861389160156,109.20558233257064,105.9289051039155,108.7080157903305,187902400,1,Tuesday,False,False,False,True,False,67.03615445946676,0.6823584297873194
2020-08-12,109.71772003173828,109.97499928394976,107.0842408938184,107.27841139872632,165598000,1,Wednesday,False,False,False,False,True,69.79411454199236,0.7125329991774643
2020-08-13,111.65945434570312,112.66187605488996,110.6084863068824,111.096349513322,210082000,0,Thursday,False,False,True,False,False,79.55885947512893,0.8193681109069176
2020-08-14,111.55994415283205,111.64974819993895,109.75170070282874,111.48470252378944,165565200,0,Friday,True,False,False,False,False,79.82746492837484,0.8223068966924312
2020-08-17,111.26866149902344,112.70554822258934,110.64245541048663,112.68127506102115,119561600,1,Monday,False,True,False,False,False,77.92159100923486,0.8014549180193777
2020-08-18,112.1958465576172,112.62060097941456,110.68614768785795,111.02109807418744,105633600,1,Tuesday,False,False,False,True,False,81.96698227074002,0.8457151450270106
2020-08-19,112.33663940429688,113.7492532864552,112.24198368199546,112.6036294278006,145538000,1,Wednesday,False,False,False,False,True,81.08507554575674,0.8360662904851153
2020-08-20,114.829345703125,114.94342292138064,112.36091202603218,112.37790398361146,126907200,1,Thursday,False,False,True,False,False,81.8536048188858,0.8444746935027376
2020-08-21,120.74676513671876,121.22976923366336,115.77592204362502,115.78805492165831,338054800,1,Friday,True,False,False,False,False,79.53596697305605,0.8191176462984235
2020-08-24,122.19092559814452,125.03314486284968,120.32686221834298,124.9481850882098,345937600,0,Monday,False,True,False,False,False,78.7219565071189,0.8102116380337094
2020-08-25,121.1884994506836,121.53316057768988,119.4676381682754,121.06471891526844,211495600,1,Tuesday,False,False,False,True,False,75.5085120307667,0.7750536587912136
2020-08-26,122.83655548095705,123.29286429117482,121.43850421682248,122.50403462016396,163022400,0,Wednesday,False,False,False,False,True,76.522956168661,0.7861525921025636
2020-08-27,121.36810302734376,123.77099771310095,120.22490163891516,123.43847690338892,155552400,0,Thursday,False,False,True,False,False,69.44891187453732,0.7087561708220493
2020-08-28,121.17152404785156,122.75888676117692,120.94822130817288,122.3414135230096,187630000,1,Friday,True,False,False,False,False,75.64600755163013,0.7765579837310178
2020-08-31,125.28073120117188,127.18363795139156,122.3293006250026,123.86327299785292,225702700,1,Monday,False,True,False,False,False,77.82035471028313,0.8003473016521665
2020-09-01,130.27099609375,130.87294402694218,126.72733558856538,128.89236599971812,151948100,0,Tuesday,False,False,False,True,False,89.87296840909619,0.9322137600145383
2020-09-02,127.57196044921876,133.96026921891615,123.30015014927834,133.5816315551226,200119000,0,Wednesday,False,False,False,False,True,80.39659908001944,0.8285337373417617
2020-09-03,117.35845184326172,125.08655566898445,116.989524887776,123.21278864677252,257599600,1,Thursday,False,False,True,False,False,57.57028247169882,0.578793257491001
2020-09-04,117.43610382080078,120.0962780604988,107.65947073062564,116.57203254505438,332607200,0,Friday,True,False,False,False,False,57.81015185888102,0.5814176448104407
2020-09-08,109.5332260131836,115.5234742472564,109.3973052116453,110.63030317049356,231366600,1,Tuesday,False,False,False,True,False,48.08155752561092,0.474978053230491
2020-09-09,113.90213775634766,115.66911573534202,111.90215372713668,113.8438880955757,176940500,0,Wednesday,False,False,False,False,True,51.752844992188294,0.5151452474960302
2020-09-10,110.18372344970705,116.98950502781076,109.22256693467808,116.85358420375128,182274400,0,Thursday,False,False,True,False,False,47.93978040931486,0.4734268837771274
2020-09-11,108.73714447021484,111.8730493064842,106.79540974753245,111.23227329257654,180860300,1,Friday,True,False,False,False,False,44.05099658772131,0.4308800833315998
2020-09-14,111.99925994873048,112.5526540511364,109.51384186173256,111.377905426981,140150100,1,Monday,False,True,False,False,False,40.9909143268878,0.39740002497103255
2020-09-15,112.17400360107422,115.36815776085928,110.3002295014778,114.88272413305845,184642000,0,Tuesday,False,False,False,True,False,39.40654485366143,0.38006559474762025
2020-09-16,108.86334991455078,112.62060910915572,108.7759754111815,111.87304453196484,154679000,0,Wednesday,False,False,False,False,True,37.57220968958412,0.35999631454159686
2020-09-17,107.12548828125,108.93130194991431,105.54297733812126,106.5235553297814,178011000,0,Thursday,False,False,True,False,False,34.18673387347579,0.322956157369246
2020-09-18,103.72744750976562,107.64975186458288,102.99929711385688,107.18373975919344,287104900,1,Friday,True,False,False,False,False,32.90847644053362,0.3089708688028282
2020-09-21,106.87307739257812,106.97987339137704,100.09642017457678,101.49447149912258,195713800,1,Monday,False,True,False,False,False,36.89550306837179,0.35259253410694935
2020-09-22,108.55268096923828,109.57209469594426,105.97988830045438,109.39733826871267,183055400,0,Tuesday,False,False,False,True,False,33.95418343458117,0.32041184594153727
2020-09-23,103.99930572509766,108.84393137946276,103.6594962513126,108.36820848614498,150718700,1,Wednesday,False,False,False,False,True,24.58677005883854,0.21792389961358546
2020-09-24,105.06727600097656,107.03813572764626,101.9410816453774,102.1061273331871,167743300,1,Thursday,False,False,True,False,False,27.521362727576715,0.2500309887174861
2020-09-25,109.00897216796876,109.16431448128618,104.53327361353668,105.2711347875361,149981400,1,Friday,True,False,False,False,False,40.46561023568885,0.39165272469238077
2020-09-28,111.61090087890624,111.96041368995604,109.49440992627346,111.65944720543573,137672400,0,Monday,False,True,False,False,False,43.710697056357674,0.4271568997048222
2020-09-29,110.7662353515625,111.95069452133389,110.26138766643038,111.21284078207376,99382200,1,Tuesday,False,False,False,True,False,51.5706249126556,0.5131515955686602
2020-09-30,112.4361572265625,113.84391947599966,110.30996254389598,110.47500823299627,142675200,1,Wednesday,False,False,False,False,True,47.99473023006612,0.4740280843491518
2020-10-01,113.3875961303711,114.29050304173128,112.45556438431056,114.2128318777771,116120400,0,Thursday,False,False,True,False,False,54.74138904369675,0.5478426133604288
2020-10-02,109.72743225097656,112.0089766074788,108.95074276136629,109.60122215328668,144712000,1,Friday,True,False,False,False,False,51.375406982670796,0.5110157354407889
2020-10-05,113.10602569580078,113.2516572532297,110.24197049725645,110.59148327223436,106243800,0,Monday,False,True,False,False,False,51.53222525335699,0.5127314686816159
2020-10-06,109.86333465576172,112.73710064616576,108.97984195840536,112.32933079739348,161498200,1,Tuesday,False,False,False,True,False,47.05153237294088,0.46370864957241686
2020-10-07,111.72740173339844,112.18371051307484,110.80507342782536,111.28080369994235,96849000,0,Wednesday,False,False,False,False,True,53.794687758587195,0.5374848479234766
2020-10-08,111.62059783935548,113.0089381653486,111.25166358040926,112.8633066108766,83477200,1,Thursday,False,False,True,False,False,56.224777145069204,0.564072216348877
2020-10-09,113.56233978271484,113.59146461414193,111.57205902106844,111.9215718124515,100506900,1,Friday,True,False,False,False,False,64.19164437500373,0.6512369253578586
2020-10-12,120.77589416503906,121.5331694774322,115.80505089927544,116.56232621166858,240226800,0,Monday,False,True,False,False,False,67.95384476540701,0.6923987889610097
2020-10-13,117.57202911376952,121.73705073964727,116.164274484854,121.62054399652054,262330500,1,Tuesday,False,False,False,True,False,61.20625359501708,0.6185740591263384
2020-10-14,117.65940856933594,119.4458008172495,116.1351472290792,117.47494141501436,150712000,0,Wednesday,False,False,False,False,True,69.09089745899972,0.704839170393813
2020-10-15,117.19339752197266,117.66912045188069,114.70797946369228,115.26137355970408,112559200,0,Thursday,False,False,True,False,False,67.23708055383543,0.684556742379018
2020-10-16,115.55261993408205,118.00892036442944,115.34873869497105,117.74678205190853,115393800,0,Friday,True,False,False,False,False,59.95273868022464,0.6048594760119417
2020-10-19,112.60118865966795,116.9118342796432,112.29051143113706,116.4652362265756,120639300,1,Monday,False,True,False,False,False,51.49036000623706,0.5122734251398475
2020-10-20,114.0866241455078,115.51380033230907,112.26138879057608,112.81478288268984,124423700,0,Tuesday,False,False,False,True,False,54.90255273840478,0.5496058894571177
2020-10-21,113.46524810791016,115.25164013400696,113.05747826966751,113.27107023085922,89946000,0,Wednesday,False,False,False,False,True,51.56800322516821,0.5131229119442999
2020-10-22,112.37789916992188,114.60118635769,111.25168945435152,114.02837075211396,101988000,0,Thursday,False,False,True,False,False,48.46789234044573,0.4792049043556844
2020-10-23,111.68859100341795,113.15460290941203,110.95072967623058,112.99926056384386,82572600,1,Friday,True,False,False,False,False,53.27073645615354,0.5317523483733515
2020-10-26,111.6982879638672,113.15458894171616,109.59150025316038,110.688585063703,111850700,1,Monday,False,True,False,False,False,47.355018791457994,0.4670290645604849
2020-10-27,113.20310974121094,113.86329970843428,111.20312575541465,112.12544659755038,92276800,0,Tuesday,False,False,False,True,False,56.71348844485136,0.5694191585038629
2020-10-28,107.96044921875,112.06722147724142,107.86336396260268,111.69829454102944,143937800,1,Wednesday,False,False,False,False,True,43.33334953608813,0.4230283776835224
2020-10-29,111.96041870117188,113.52351567412646,108.93131000553764,109.0963630788478,146129200,0,Thursday,False,False,True,False,False,50.52856877375033,0.5017505620761706
2020-10-30,105.68861389160156,108.72742584588708,104.58182577242384,107.82451896896532,190272600,0,Friday,True,False,False,False,False,39.206811926351264,0.37788033647908936
2020-11-02,105.60124969482422,107.45561008707766,104.19349484961144,105.9313484808372,122866900,1,Monday,False,True,False,False,False,24.148157005769676,0.21312507743733053
2020-11-03,107.22257232666016,108.24197840804575,105.5623903594362,106.46529712130838,107624400,1,Tuesday,False,False,False,True,False,31.363551185650152,0.29206799388399374
2020-11-04,111.6011962890625,112.22255078584595,109.07694271998844,110.8147961243806,138235500,1,Wednesday,False,False,False,False,True,40.55115542968658,0.3925886662270799
2020-11-05,115.56232452392578,116.13514003797306,113.46525517113334,114.513786143965,126387100,0,Thursday,False,False,True,False,False,47.70614324598306,0.47087068260447806
2020-11-06,115.43106079101562,115.92705207680842,112.94134718075708,115.07121742885344,114457900,0,Friday,True,False,False,False,False,49.82146526892709,0.4940142123343845
2020-11-09,113.12613677978516,118.64045065602376,112.8635535846876,117.19136449216022,154515300,0,Monday,False,True,False,False,False,50.785919919002495,0.5045662155873459
2020-11-10,112.78572845458984,114.36124218625868,110.99624681601809,112.37726248118744,138023400,1,Tuesday,False,False,False,True,False,47.983233889325625,0.4739023040183904
2020-11-11,116.2090835571289,116.3452388928094,113.24283383562194,113.97224059958567,112295000,0,Wednesday,False,False,False,False,True,53.9137265110027,0.5387872391791139
2020-11-12,115.93675994873048,117.22051541325985,115.31433350652888,116.33550583009225,103162300,1,Thursday,False,False,True,False,False,55.19709004759825,0.5528283931222565
2020-11-13,115.98538208007812,116.38412051420482,114.6335490479498,116.16043996869443,81581900,1,Friday,True,False,False,False,False,56.39435986461679,0.5659276041664093
2020-11-16,116.9968490600586,117.66789824397613,114.90588149878656,115.65473585240478,91183000,0,Monday,False,True,False,False,False,57.65686702759961,0.5797405705818238
2020-11-17,116.11180877685548,117.35666156399112,115.69361534806072,116.26741908520135,74271000,0,Tuesday,False,False,False,True,False,54.279981220796444,0.5427943958544992
2020-11-18,114.7891616821289,116.53001321672764,114.75998660153422,115.35323797332128,76322100,1,Wednesday,False,False,False,False,True,61.35837052186275,0.6202383554276529
2020-11-19,115.38243103027344,115.7908970620543,113.60267663763,114.36125853091154,74113000,0,Thursday,False,False,True,False,False,56.41942719353687,0.5662018633410496
2020-11-20,114.11811065673828,115.50884645150772,114.0694879933699,115.3824186228592,73604300,0,Friday,True,False,False,False,False,69.47118544900864,0.7089998638046672
2020-11-23,110.72395324707033,114.39044233270788,110.62670048886426,113.96252129270948,127959300,1,Monday,False,True,False,False,False,60.26475689799776,0.6082732365746264
2020-11-24,112.00769805908205,112.66902713847026,109.49853707376413,110.78230006896696,113874200,1,Tuesday,False,False,False,True,False,59.71982186825099,0.6023111561324914
2020-11-25,112.84406280517578,113.5442943299849,112.00767597497683,112.37724673524148,76499200,1,Wednesday,False,False,False,False,True,52.948949796983094,0.5282317122562871
2020-11-27,113.38870239257812,114.26399194036227,113.02886649286768,113.36925481147574,46691300,1,Friday,True,False,False,False,False,43.844713623551854,0.42862316175547754
2020-11-30,115.78114318847656,117.64842229155752,113.6026434816412,113.7582537835184,169410200,1,Monday,False,True,False,False,False,50.878821261782484,0.5055826400207212
2020-12-01,119.35037994384766,120.0797865936806,116.71479147284032,117.68733367261756,127728200,1,Tuesday,False,False,False,True,False,64.69226746271758,0.6567141932103711
2020-12-02,119.70050811767578,119.98254627518948,117.57063810536371,118.66960823368215,89004200,0,Wednesday,False,False,False,False,True,66.31478597344662,0.674466008292464
